"Make","Price","Year","Kilometer","Fuel Type","Transmission","Owner","Seller Type","Engine","Power","Torque","Drivetrain","Length","Width","Height","SeatingCapacity","TankCapacity"
"Hyundai",315000,2012,75,"Petrol","Manual","First","Individual",1197,79,113,"FWD",3585,1595,1550,"5",35
"Ford",775000,2019,14.095,"Petrol","Manual","First","Individual",1499,109,140,"FWD",3999,1765,1708,"5",52
"Audi",3075000,2017,17,"Diesel","Automatic","First","Individual",1968,190,400,"FWD",4933,1874,1455,"5",75
"Renault",415000,2014,70,"Diesel","Manual","First","Individual",1461,108,248,"FWD",4315,1822,1695,"5",50
"Maruti Suzuki",765000,2017,68,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4296,1695,1685,"<5",45
"Maruti Suzuki",520000,2018,40,"Petrol","Manual","Second","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"Jaguar",3900000,2015,39,"Diesel","Automatic","First","Individual",2993,271,600,"RWD",5252,1899,1457,"5",83
"Hyundai",850000,2016,72,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Maruti Suzuki",969999,2016,39,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4296,1695,1685,"<5",45
"Maruti Suzuki",575000,2016,62,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1745,1500,"5",37
"Ford",3900000,2021,41.086,"Diesel","Automatic","Second","Individual",1996,168,420,"AWD",4903,1869,1837,"<5",80
"BMW",1395000,2013,65,"Diesel","Automatic","Second","Individual",1995,188,400,"RWD",4633,1811,1429,"5",57
"Skoda",1625000,2021,7.9,"Petrol","Automatic","First","Individual",999,114,178,"FWD",4225,1760,1612,"5",50
"Kia",1499000,2021,22,"Diesel","Automatic","First","Individual",1493,113,250,"FWD",3995,1790,1647,"5",45
"Volkswagen",2050000,2018,73,"Diesel","Automatic","Second","Individual",1968,141,340,"AWD",4486,1839,1672,"5",71
"Skoda",1300000,2016,55,"Petrol","Automatic","Second","Individual",1798,177,250,"FWD",4670,1814,1476,"5",50
"Skoda",3199000,2019,6.9,"Diesel","Automatic","First","Individual",1968,174,350,"FWD",4861,1864,1483,"5",66
"Maruti Suzuki",450000,2017,65,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"Honda",675000,2015,48,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4386,1683,1603,"<5",42
"Maruti Suzuki",280000,2018,48,"Petrol","Manual","Second","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Maruti Suzuki",425000,2018,18,"Petrol","Manual","First","Individual",998,67,90,"FWD",3599,1495,1700,"5",35
"Rolls-Royce",2e+07,2011,27,"Petrol","Automatic","Third or more","Individual",6592,570,780,"RWD",5569,1948,1550,"5",82
"Mercedes-Benz",1250000,2012,78,"Diesel","Automatic","First","Individual",2143,170,400,"RWD",4596,1770,1447,"5",66
"Hyundai",1175000,2014,87.938,"Diesel","Automatic","Second","Individual",2199,194,437,"AWD",4690,1880,1690,"<5",64
"Hyundai",545000,2019,43,"Other","Manual","First","Individual",1086,58,84,"FWD",3610,1645,1560,"5",60
"Mercedes-Benz",495000,2008,95.2,"Diesel","Automatic","First","Corporate",2148,170,410,"RWD",4581,1770,1447,"5",66
"Maruti Suzuki",5e+05,2016,26,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1695,1555,"5",42
"Maruti Suzuki",390000,2015,70,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Maruti Suzuki",575000,2019,31,"Other","Manual","First","Individual",998,58,78,"FWD",3655,1620,1675,"5",60
"BMW",2100000,2014,103,"Diesel","Automatic","Second","Individual",1995,184,380,"RWD",4624,2031,1429,"5",52
"Hyundai",250000,2012,54.556,"Petrol","Manual","First","Individual",1197,79,113,"FWD",3585,1595,1550,"5",35
"Maruti Suzuki",685000,2019,74,"Petrol","Manual","First","Individual",1197,89,113,"FWD",3995,1735,1515,"5",37
"Renault",320000,2016,64,"Petrol","Manual","First","Individual",799,53,72,"FWD",3679,1579,1478,"5",28
"Maruti Suzuki",620000,2016,85,"Diesel","Manual","Second","Individual",1598,118,320,"FWD",4300,1765,1590,"5",48
"Maruti Suzuki",6e+05,2018,54,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"Jeep",1750000,2019,57,"Petrol","Automatic","First","Individual",1368,160,250,"FWD",4395,1818,1640,"5",60
"Land Rover",4950000,2018,38,"Diesel","Automatic","First","Individual",1999,177,430,"AWD",4600,2173,1690,"<5",65
"Hyundai",1015000,2015,68.566,"Diesel","Automatic","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Toyota",390000,2009,68.195,"Petrol","Manual","First","Individual",1794,132,170,"FWD",4540,1760,1480,"5",55
"Maruti Suzuki",755000,2017,57,"Petrol","Manual","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"Hyundai",1825000,2021,45,"Petrol","Automatic","First","Individual",1353,138,242,"FWD",4300,1790,1635,"5",50
"Maruti Suzuki",416000,2014,60.116,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Maruti Suzuki",325000,2010,82.202,"Diesel","Manual","Second","Individual",1248,75,190,"FWD",4160,1690,1530,"5",43
"Maruti Suzuki",218000,2008,51,"Petrol","Manual","Second","Individual",1061,67,84,"FWD",3520,1475,1690,"5",35
"Mercedes-Benz",2800000,2018,24,"Diesel","Automatic","First","Individual",2143,134,300,"FWD",4630,1777,1432,"5",52
"Maruti Suzuki",650000,2017,86,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4490,1730,1485,"5",43
"Honda",790000,2018,41,"Diesel","Manual","First","Individual",1498,99,200,"FWD",3999,1734,1601,"5",40
"Honda",540000,2015,76,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"Maruti Suzuki",375000,2011,120,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3850,1695,1530,"5",42
"BMW",3990000,2021,12.5,"Petrol","Automatic","First","Individual",1998,189,280,"FWD",4447,1821,1598,"5",51
"Porsche",10900000,2018,6.3,"Petrol","Automatic","First","Corporate",1988,295,380,"RWD",4379,1801,1281,">5",54
"Maruti Suzuki",245000,2009,114,"Petrol","Manual","First","Individual",1298,87,113,"FWD",4160,1690,1530,"5",43
"Maruti Suzuki",260000,2015,25.862,"Petrol","Manual","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Skoda",3200000,2018,35,"Diesel","Automatic","First","Individual",1693,130,246,"FWD",4697,1882,1665,"<5",63
"Ford",240000,2010,72,"Diesel","Manual","First","Individual",1399,69,160,"FWD",3795,1680,1427,"5",45
"Hyundai",8e+05,2015,90,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Honda",745000,2016,38,"Petrol","Manual","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Mercedes-Benz",7390000,2021,7,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
"BMW",5900000,2017,83.985,"Diesel","Automatic","Second","Individual",2993,258,560,"AWD",4886,1938,1762,"5",52
"Honda",675000,2019,74.237,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3995,1695,1501,"5",35
"BMW",2650000,2018,53,"Diesel","Automatic","Second","Individual",1995,184,350,"RWD",4454,2044,1545,"5",63
"Maruti Suzuki",340000,2016,52.303,"Petrol","Manual","First","Commercial Registration",796,47,69,"FWD",3395,1490,1475,"5",35
"Maruti Suzuki",620000,2019,42.356,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"Maruti Suzuki",297000,2013,84,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4490,1735,1560,"5",50
"Toyota",5e+05,2016,114,"Diesel","Manual","First","Individual",1364,67,170,"FWD",3775,1695,1510,"5",45
"Hyundai",1149000,2019,26.894,"Petrol","Automatic","First","Individual",1591,121,151,"FWD",4440,1729,1475,"5",45
"Mercedes-Benz",2650000,2017,70,"Diesel","Automatic","Second","Individual",2143,168,400,"RWD",4686,1810,1442,"5",66
"Toyota",1375000,2012,98.352,"Diesel","Manual","First","Individual",2982,169,343,"RWD",4705,1840,1850,"<5",80
"Hyundai",235000,2009,107,"Petrol","Manual","Third or more","Individual",1086,67,99,"FWD",3565,1595,1550,"5",35
"BMW",2280000,2014,68,"Diesel","Automatic","First","Individual",1995,217,450,"RWD",4899,2094,1464,"5",52
"Toyota",3090000,2017,52,"Diesel","Automatic","First","Individual",2755,174,450,"RWD",4795,1855,1835,"<5",80
"Lexus",4375000,2017,31.059,"Petrol","Automatic","First","Individual",2494,202,213,"RWD",4915,1820,1450,"5",65
"Maruti Suzuki",749000,2017,114,"Diesel","Manual","First","Individual",1598,118,320,"FWD",4300,1765,1590,"5",48
"BMW",4800000,2017,35,"Diesel","Automatic","First","Individual",2993,258,560,"AWD",4886,1938,1762,"<5",52
"Mahindra",785000,2017,44,"Diesel","Manual","First","Individual",1493,100,240,"RWD",3995,1835,1839,"<5",60
"Hyundai",750000,2017,72,"Diesel","Manual","First","Individual",1396,89,220,"FWD",3995,1760,1555,"5",45
"Mercedes-Benz",4150000,2019,8,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",4686,1810,1442,"5",66
"Maruti Suzuki",320000,2014,54,"Petrol","Manual","First","Individual",998,67,90,"FWD",3620,1475,1460,"5",35
"Mercedes-Benz",1750000,2015,99,"Diesel","Automatic","Second","Individual",2143,134,300,"FWD",4417,1804,1494,"5",50
"Mahindra",944999,2019,88,"Diesel","Manual","First","Individual",1493,100,240,"RWD",3995,1795,1817,"<5",60
"Land Rover",27500000,2020,11,"Diesel","Automatic","Second","Individual",2993,244,600,"AWD",5199,2220,1840,">5",105
"Ford",4100000,2021,19,"Diesel","Automatic","First","Individual",1996,168,420,"AWD",4903,1869,1837,"<5",80
"MG",1750000,2021,33,"Petrol","Automatic","First","Individual",1451,141,250,"FWD",4655,1835,1760,"5",60
"Maruti Suzuki",811000,2018,44.153,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4395,1735,1690,"<5",45
"Land Rover",6900000,2020,32.368,"Diesel","Automatic","First","Individual",2179,188,420,"AWD",4600,2069,1724,"<5",65
"Hyundai",725000,2016,42,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4375,1700,1475,"5",43
"Jaguar",4600000,2020,56,"Diesel","Automatic","First","Individual",1999,177,430,"RWD",5067,2091,1457,"5",66
"Tata",1485000,2020,10,"Other","Automatic","First","Individual",1693,130,246,"FWD",3993,1811,1606,"5",52
"Land Rover",19300000,2019,63,"Diesel","Automatic","First","Individual",2993,244,600,"AWD",4999,2220,1835,"5",105
"Hyundai",650000,2017,49.422,"Petrol","Automatic","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"MG",1925000,2021,19,"Petrol","Automatic","First","Corporate",1451,141,250,"FWD",4720,1835,1760,"<5",60
"Honda",590000,2015,75.258,"Petrol","Automatic","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Hyundai",495000,2019,46,"Other","Manual","First","Individual",1086,58,84,"FWD",3610,1645,1560,"5",60
"Maruti Suzuki",695000,2016,68.921,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1745,1500,"5",37
"Hyundai",799000,2018,79.8,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4375,1700,1475,"5",43
"Volkswagen",325000,2013,53,"Petrol","Manual","Second","Individual",1198,74,110,"FWD",3970,1682,1453,"5",45
"Mahindra",1190000,2018,59,"Diesel","Manual","First","Individual",2179,120,280,"RWD",4456,1820,1995,"<5",60
"Jaguar",5800000,2017,30,"Diesel","Automatic","First","Individual",2993,225,689,"RWD",5255,2105,1460,"5",77
"Maruti Suzuki",140000,2009,65,"Petrol","Manual","Third or more","Individual",796,47,62,"FWD",3495,1475,1460,"5",35
"Maruti Suzuki",750000,2021,58,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"Mercedes-Benz",2600000,2014,94,"Diesel","Automatic","First","Individual",2997,254,619,"AWD",4804,2141,1796,"5",70
"Maruti Suzuki",299000,2017,45,"Other","Manual","First","Individual",796,48,69,"FWD",3395,1490,1475,"5",35
"Toyota",3470000,2018,62.152,"Diesel","Automatic","First","Individual",2755,174,450,"AWD",4795,1855,1835,"<5",80
"Hyundai",1075000,2019,28,"Petrol","Automatic","First","Individual",998,118,172,"FWD",3995,1770,1605,"5",45
"Hyundai",650000,2019,15,"Petrol","Automatic","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Honda",425000,2014,53.61,"Petrol","Manual","Second","Individual",1198,87,109,"FWD",3990,1680,1505,"5",35
"Nissan",445000,2014,75,"Diesel","Manual","First","Individual",1461,84,200,"FWD",4331,1822,1671,"5",50
"Maruti Suzuki",1225000,2022,16,"Petrol","Manual","First","Individual",1462,103,138,"FWD",4445,1775,1700,"<5",45
"Audi",1350000,2015,60,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4456,1796,1416,"5",50
"Mercedes-Benz",1450000,2014,45,"Diesel","Automatic","First","Individual",2143,170,400,"RWD",4596,1770,1447,"5",66
"Toyota",2749000,2017,120,"Diesel","Automatic","First","Individual",2755,174,450,"AWD",4795,1855,1835,"<5",80
"Hyundai",141000,2009,56.4,"Petrol","Manual","Third or more","Individual",1086,62,96,"FWD",3565,1525,1590,"5",35
"Hyundai",1375000,2017,70,"Diesel","Automatic","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Toyota",1825000,2016,82.567,"Diesel","Manual","First","Individual",2393,148,343,"RWD",4735,1830,1795,"<5",55
"Audi",4900000,2015,32,"Diesel","Automatic","First","Individual",2967,247,580,"AWD",5265,1949,1471,">5",90
"Honda",525000,2015,68.244,"Diesel","Manual","Second","Individual",1498,98,200,"FWD",3955,1694,1544,"5",40
"Audi",3300000,2014,25,"Diesel","Automatic","Second","Individual",2967,241,550,"AWD",5089,1983,1737,"<5",100
"Hyundai",405000,2018,34,"Petrol","Manual","First","Individual",814,55,75,"FWD",3495,1550,1500,"5",32
"Audi",2550000,2017,36,"Diesel","Automatic","First","Individual",1968,184,380,"AWD",4385,1831,1608,"5",64
"Honda",875000,2019,36,"Petrol","Manual","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Maruti Suzuki",355000,2014,68.005,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3850,1695,1530,"5",42
"Ford",925000,2018,74.797,"Diesel","Manual","First","Individual",1498,99,205,"FWD",3998,1765,1647,"5",52
"Land Rover",6500000,2021,12,"Diesel","Automatic","First","Individual",1999,177,430,"AWD",4360,2120,1635,"5",57
"Hyundai",625000,2019,31,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",45
"Datsun",425000,2020,7.52,"Petrol","Manual","First","Individual",999,67,91,"FWD",3429,1560,1541,"5",28
"Hyundai",550000,2015,58.078,"Petrol","Manual","Second","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Volkswagen",434999,2014,79.081,"Diesel","Manual","First","Individual",1598,103,250,"FWD",4384,1699,1466,"5",55
"Mercedes-Benz",5900000,2018,28,"Diesel","Automatic","First","Individual",2987,255,620,"AWD",4819,2141,1796,"5",93
"Mercedes-Benz",3500000,2017,72,"Diesel","Automatic","First","Individual",2143,168,400,"AWD",4656,1890,1639,"5",66
"Hyundai",1750000,2022,23,"Petrol","Automatic","First","Individual",1353,138,242,"FWD",4300,1790,1635,"5",50
"Chevrolet",475000,2012,74,"Diesel","Automatic","First","Individual",1991,150,320,"FWD",4660,1870,1755,"<5",65
"Hyundai",425000,2015,11.628,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3995,1660,1520,"5",43
"Ford",675000,2017,81.323,"Diesel","Manual","First","Individual",1498,99,205,"FWD",3998,1765,1647,"5",52
"Maruti Suzuki",675000,2016,50,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Toyota",1725000,2016,145,"Diesel","Manual","First","Individual",2393,148,343,"RWD",4735,1830,1795,"<5",55
"Audi",1760000,2017,48,"Petrol","Automatic","First","Individual",1798,178,250,"FWD",4456,1796,1416,"5",50
"Maruti Suzuki",730000,2017,80,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",301000,2011,28.513,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3850,1695,1530,"5",42
"Maruti Suzuki",275000,2011,42,"Other","Manual","Second","Individual",998,46,85,"FWD",3595,1475,1700,"5",28
"Ford",225000,2013,87,"Diesel","Manual","First","Individual",1399,68,160,"FWD",3795,1680,1427,"5",45
"Hyundai",185000,2012,55.7,"Petrol","Manual","Second","Individual",814,56,75,"FWD",3495,1550,1500,"5",32
"Maruti Suzuki",285000,2017,45.6,"Petrol","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Volkswagen",350000,2013,78,"Diesel","Manual","Second","Individual",1598,103,250,"FWD",4384,1699,1466,"5",55
"Rolls-Royce",2e+07,2012,55,"Petrol","Automatic","Third or more","Individual",6592,570,780,"RWD",5569,1948,1550,"5",82
"Mercedes-Benz",12900000,2021,3,"Diesel","Automatic","First","Individual",2925,326,700,"AWD",5207,2157,1823,"<5",90
"Skoda",1650000,2017,52.458,"Petrol","Automatic","First","Individual",1798,177,250,"FWD",4861,1864,1483,"5",66
"Maruti Suzuki",265000,2017,30,"Other","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Tata",395000,2017,46.992,"Petrol","Manual","First","Individual",1199,84,114,"FWD",3746,1647,1535,"5",35
"Honda",5e+05,2016,54.44,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"Mahindra",2770000,2019,32,"Diesel","Automatic","First","Individual",2157,178,420,"AWD",4850,1960,1845,"<5",70
"Mercedes-Benz",2450000,2015,103,"Diesel","Automatic","First","Individual",2143,203,500,"AWD",4804,2141,1796,"5",70
"Audi",3125000,2020,28.6,"Petrol","Automatic","First","Individual",1798,170,320,"FWD",4701,1826,1427,"5",63
"Kia",2950000,2020,72,"Diesel","Automatic","First","Individual",2199,197,440,"FWD",5115,1985,1755,"<5",60
"Maruti Suzuki",620000,2016,64.906,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4296,1695,1685,"<5",45
"Mercedes-Benz",2250000,2016,79,"Diesel","Automatic","First","Individual",2143,168,350,"AWD",4417,1804,1494,"5",50
"Maruti Suzuki",565000,2017,64,"Petrol","Manual","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"Hyundai",550000,2018,56,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Hyundai",178000,2007,85,"Petrol","Manual","Second","Individual",1086,63,89,"FWD",3565,1525,1590,"5",35
"Mahindra",1550000,2022,12,"Diesel","Manual","First","Individual",2179,137,319,"RWD",4456,1820,1995,"<5",60
"Maruti Suzuki",711000,2018,67.9,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Tata",375000,2018,48.144,"Petrol","Manual","First","Individual",1199,84,114,"FWD",3992,1677,1537,"5",35
"BMW",4475000,2021,7.1,"Diesel","Automatic","First","Individual",1995,184,350,"RWD",4454,2044,1545,"5",63
"Porsche",9100000,2022,9,"Petrol","Automatic","First","Individual",1984,248,370,"AWD",4696,1923,1624,"5",65
"Maruti Suzuki",245000,2016,64,"Petrol","Manual","First","Individual",998,67,90,"FWD",3545,1490,1475,"5",35
"Honda",690000,2016,38,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"Toyota",944999,2016,65.321,"Diesel","Manual","First","Individual",2494,101,200,"RWD",4585,1765,1760,"<5",55
"Mercedes-Benz",1350000,2014,80,"Petrol","Automatic","Third or more","Individual",1595,121,200,"FWD",4292,1780,1433,">5",50
"Maruti Suzuki",850000,2018,37.093,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Volkswagen",1200000,2021,37.23,"Petrol","Manual","First","Individual",999,109,175,"FWD",4390,1699,1467,"5",55
"Maruti Suzuki",329000,2014,76.116,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Honda",3e+05,2010,83.359,"Petrol","Manual","First","Individual",1799,130,172,"FWD",4545,1750,1450,"5",50
"BMW",4900000,2018,38,"Diesel","Automatic","First","Individual",2993,258,560,"RWD",4899,2094,1464,"5",65
"Hyundai",465000,2019,28,"Other","Manual","First","Individual",1086,58,84,"FWD",3610,1645,1560,"5",60
"Skoda",2350000,2018,14.12,"Petrol","Automatic","First","Individual",1798,177,250,"FWD",4861,1864,1483,"5",66
"Hyundai",250000,2014,25,"Petrol","Manual","First","Individual",814,55,75,"FWD",3495,1550,1500,"5",32
"MG",1950000,2020,28.584,"Petrol","Automatic","First","Individual",1451,141,250,"FWD",4720,1835,1760,"<5",60
"BMW",2975000,2015,87,"Diesel","Automatic","First","Individual",2993,258,560,"AWD",4886,1938,1762,"<5",52
"Land Rover",3800000,2017,50,"Diesel","Automatic","First","Individual",1999,177,430,"AWD",4360,2120,1635,"5",57
"Maruti Suzuki",330000,2017,63.2,"Other","Manual","First","Individual",998,58,78,"FWD",3545,1490,1475,">5",60
"Hyundai",409999,2014,55,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
